订单状态,商户子ID,订单编号,订单行项目编号,订单更新时间,购买数量,商品单价,订单总额,易付宝支付金额,商品类别,佣金,商品编码,实付金额,一级目录,二级目录,类型
M,13431060402,1011474525,1062792938,2014-10-29 10:27:54,1,12.80,12.80,0.00,ty,0.000,124190985,12.80,,,佣金
