订单状态,商户子ID,订单编号,订单行项目编号,订单更新时间,购买数量,商品单价,订单总额,易付宝支付金额,商品类别,佣金,商品编码,实付金额,一级目录,二级目录,类型
C,18664728314,1011474953,1062792938,2014-12-4  19:50:54 AM,1,108,108,0,ty,10.8,124190985,108,,,佣金
